latitude,longitude,datetime
71.19635,-145.0551,2021-03-06 23:40:26
71.19655,-145.0584,2021-03-06 23:50:27
71.19673,-145.06161,2021-03-07 00:00:26
71.19693,-145.06483,2021-03-07 00:10:26
71.19714,-145.06804,2021-03-07 00:20:27
71.19736,-145.07123,2021-03-07 00:30:26
71.19756,-145.0744,2021-03-07 00:40:26
71.19775,-145.07751,2021-03-07 00:50:25
71.19793,-145.08064,2021-03-07 01:00:25
71.19811,-145.08374,2021-03-07 01:10:26
71.1983,-145.08679,2021-03-07 01:20:26
71.19852,-145.08983,2021-03-07 01:30:28
71.1987,-145.09296,2021-03-07 01:40:54
71.19887,-145.09579,2021-03-07 01:50:26
71.19905,-145.09875,2021-03-07 02:00:26
71.19923,-145.1017,2021-03-07 02:10:26
71.19941,-145.1046,2021-03-07 02:20:26
71.19958,-145.10748,2021-03-07 02:30:25
71.19978,-145.11035,2021-03-07 02:40:26
71.19997,-145.11322,2021-03-07 02:50:26
71.20017,-145.11604,2021-03-07 03:00:24
71.20037,-145.11893,2021-03-07 03:10:24
71.20057,-145.1218,2021-03-07 03:20:25
71.20078,-145.12465,2021-03-07 03:30:25
71.20099,-145.12752,2021-03-07 03:40:26
71.20119,-145.13034,2021-03-07 03:50:27
71.20142,-145.13326,2021-03-07 04:00:54
71.20163,-145.13594,2021-03-07 04:10:26
71.20184,-145.13876,2021-03-07 04:20:25
71.20206,-145.1416,2021-03-07 04:30:25
71.20228,-145.14444,2021-03-07 04:40:25
71.2025,-145.14726,2021-03-07 04:50:25
71.20274,-145.1501,2021-03-07 05:00:24
71.20295,-145.15297,2021-03-07 05:10:25
71.20319,-145.15581,2021-03-07 05:20:25
71.20337,-145.15857,2021-03-07 05:30:29
71.20364,-145.16153,2021-03-07 05:40:26
71.20388,-145.1644,2021-03-07 05:50:25
71.20412,-145.16728,2021-03-07 06:00:25
71.20436,-145.17017,2021-03-07 06:10:25
71.20461,-145.17303,2021-03-07 06:20:25
71.20486,-145.17593,2021-03-07 06:30:25
71.2051,-145.17885,2021-03-07 06:40:27
71.20535,-145.18176,2021-03-07 06:50:26
71.20561,-145.18474,2021-03-07 07:00:26
71.20587,-145.18782,2021-03-07 07:10:55
71.20612,-145.19066,2021-03-07 07:20:26
71.20638,-145.1937,2021-03-07 07:30:26
71.20663,-145.19675,2021-03-07 07:40:26
71.20689,-145.19978,2021-03-07 07:50:25
71.20714,-145.20284,2021-03-07 08:00:25
71.20738,-145.2059,2021-03-07 08:10:26
71.20765,-145.20895,2021-03-07 08:20:26
71.20792,-145.21205,2021-03-07 08:30:27
71.20818,-145.21518,2021-03-07 08:40:26
71.20844,-145.21828,2021-03-07 08:50:25
71.20869,-145.22139,2021-03-07 09:00:25
71.20895,-145.22456,2021-03-07 09:10:24
71.20921,-145.22768,2021-03-07 09:20:25
71.20949,-145.2308,2021-03-07 09:30:25
71.20975,-145.2339,2021-03-07 09:40:25
71.20998,-145.23697,2021-03-07 09:50:25
71.2103,-145.24033,2021-03-07 10:00:54
71.21057,-145.24329,2021-03-07 10:10:26
71.21085,-145.2464,2021-03-07 10:20:25
71.21112,-145.24951,2021-03-07 10:30:24
71.2114,-145.25262,2021-03-07 10:40:25
71.21165,-145.25571,2021-03-07 10:50:25
71.2119,-145.25874,2021-03-07 11:00:25
71.21214,-145.26176,2021-03-07 11:10:25
71.2124,-145.26477,2021-03-07 11:20:25
71.21266,-145.26775,2021-03-07 11:30:25
71.21288,-145.27084,2021-03-07 11:40:26
71.2131,-145.27385,2021-03-07 11:50:26
71.21333,-145.27678,2021-03-07 12:00:26
71.21354,-145.27968,2021-03-07 12:10:26
71.21375,-145.28258,2021-03-07 12:20:26
71.21394,-145.28545,2021-03-07 12:30:26
71.21413,-145.28827,2021-03-07 12:40:25
71.21432,-145.29106,2021-03-07 12:50:26
71.21452,-145.29384,2021-03-07 13:00:26
71.21471,-145.29659,2021-03-07 13:10:26
71.21487,-145.29932,2021-03-07 13:20:26
71.21505,-145.30203,2021-03-07 13:30:25
71.21525,-145.30482,2021-03-07 13:40:54
71.21542,-145.30736,2021-03-07 13:50:25
71.21558,-145.30995,2021-03-07 14:00:24
71.21576,-145.31261,2021-03-07 14:10:26
71.21593,-145.31525,2021-03-07 14:20:25
71.21609,-145.31787,2021-03-07 14:30:26
71.21626,-145.32045,2021-03-07 14:40:25
71.21643,-145.32298,2021-03-07 14:50:25
71.21661,-145.32552,2021-03-07 15:00:24
71.21676,-145.32803,2021-03-07 15:10:25
71.21691,-145.33061,2021-03-07 15:20:25
71.21706,-145.33319,2021-03-07 15:30:25
71.21721,-145.33572,2021-03-07 15:40:25
71.21736,-145.33817,2021-03-07 15:50:25
71.21752,-145.34073,2021-03-07 16:00:55
71.21767,-145.34308,2021-03-07 16:10:26
71.21781,-145.34573,2021-03-07 16:20:26
71.21793,-145.34833,2021-03-07 16:30:26
71.21806,-145.35088,2021-03-07 16:40:26
71.2182,-145.35335,2021-03-07 16:50:26
71.21833,-145.35577,2021-03-07 17:00:25
71.21848,-145.3582,2021-03-07 17:10:26
71.21862,-145.36064,2021-03-07 17:20:26
71.21874,-145.36307,2021-03-07 17:30:26
71.21887,-145.36552,2021-03-07 17:40:25
71.21899,-145.36798,2021-03-07 17:50:25
71.21909,-145.37047,2021-03-07 18:00:24
71.21921,-145.37292,2021-03-07 18:10:25
71.21932,-145.37537,2021-03-07 18:20:25
71.21942,-145.37781,2021-03-07 18:30:26
71.21954,-145.38025,2021-03-07 18:40:25
71.21966,-145.38283,2021-03-07 18:50:54
71.21976,-145.38513,2021-03-07 19:00:26
71.21989,-145.38756,2021-03-07 19:10:24
71.22001,-145.39,2021-03-07 19:20:25
71.22014,-145.39247,2021-03-07 19:30:25
71.22026,-145.39502,2021-03-07 19:40:25
71.22039,-145.39757,2021-03-07 19:50:25
71.2205,-145.40012,2021-03-07 20:00:26
71.22067,-145.40263,2021-03-07 20:10:27
71.22082,-145.40514,2021-03-07 20:20:26
71.22099,-145.40767,2021-03-07 20:30:26
71.22117,-145.41023,2021-03-07 20:40:26
71.22134,-145.41278,2021-03-07 20:50:26
71.2215,-145.41541,2021-03-07 21:00:26
71.22166,-145.41808,2021-03-07 21:10:26
71.22184,-145.42073,2021-03-07 21:20:25
71.22204,-145.42337,2021-03-07 21:30:26
71.22224,-145.42601,2021-03-07 21:40:26
71.22245,-145.42865,2021-03-07 21:50:26
71.22269,-145.43134,2021-03-07 22:00:54
71.22292,-145.43379,2021-03-07 22:10:26
71.22314,-145.43643,2021-03-07 22:20:25
71.22338,-145.43915,2021-03-07 22:30:24
71.22361,-145.44191,2021-03-07 22:40:25
71.22384,-145.44467,2021-03-07 22:50:25
71.22405,-145.44746,2021-03-07 23:00:25
71.22427,-145.45027,2021-03-07 23:10:25
71.2245,-145.45308,2021-03-07 23:20:25
71.22473,-145.45587,2021-03-07 23:30:25
71.22495,-145.45866,2021-03-07 23:40:25
71.22517,-145.46143,2021-03-07 23:50:24
71.2254,-145.46416,2021-03-08 00:00:26
71.22561,-145.46684,2021-03-08 00:10:25
71.22582,-145.4695,2021-03-08 00:20:25
71.22605,-145.47212,2021-03-08 00:30:25
71.22628,-145.47475,2021-03-08 00:40:25
71.22652,-145.47731,2021-03-08 00:50:25
71.22675,-145.4798,2021-03-08 01:00:25
71.22697,-145.48232,2021-03-08 01:10:27
71.2272,-145.48488,2021-03-08 01:20:26
71.22743,-145.48755,2021-03-08 01:30:55
71.22764,-145.48997,2021-03-08 01:40:27
71.22787,-145.49248,2021-03-08 01:50:26
71.2281,-145.495,2021-03-08 02:00:26
71.22832,-145.49748,2021-03-08 02:10:26
71.22856,-145.49998,2021-03-08 02:20:25
71.22881,-145.50247,2021-03-08 02:30:25
71.22906,-145.50496,2021-03-08 02:40:26
71.22932,-145.5074,2021-03-08 02:50:26
71.22963,-145.50972,2021-03-08 03:00:26
71.22987,-145.51233,2021-03-08 03:10:26
71.23016,-145.51477,2021-03-08 03:20:25
71.23045,-145.51721,2021-03-08 03:30:24
71.23074,-145.51968,2021-03-08 03:40:24
71.23103,-145.52214,2021-03-08 03:50:25
71.23133,-145.52467,2021-03-08 04:00:54
71.2316,-145.52696,2021-03-08 04:10:26
71.23188,-145.52937,2021-03-08 04:20:25
71.23216,-145.53178,2021-03-08 04:30:25
71.23245,-145.53418,2021-03-08 04:40:25
71.23273,-145.53656,2021-03-08 04:50:24
71.23302,-145.539,2021-03-08 05:00:25
71.23331,-145.54143,2021-03-08 05:10:25
71.2336,-145.54385,2021-03-08 05:20:25
71.23391,-145.54625,2021-03-08 05:30:28
71.23422,-145.54878,2021-03-08 05:40:26
71.23455,-145.55132,2021-03-08 05:50:25
71.23489,-145.55386,2021-03-08 06:00:25
71.23524,-145.55647,2021-03-08 06:10:26
71.23561,-145.55913,2021-03-08 06:20:26
71.23599,-145.56186,2021-03-08 06:30:26
71.2364,-145.56465,2021-03-08 06:40:26
71.23682,-145.56747,2021-03-08 06:50:26
71.23728,-145.57036,2021-03-08 07:00:26
71.23776,-145.57346,2021-03-08 07:10:54
