latitude,longitude,datetime
71.16175,-145.06879,2021-03-06 23:50:25
71.16196,-145.07207,2021-03-07 00:00:25
71.16216,-145.07532,2021-03-07 00:10:25
71.16236,-145.07854,2021-03-07 00:20:25
71.16256,-145.08176,2021-03-07 00:30:25
71.16276,-145.08496,2021-03-07 00:40:25
71.16295,-145.08812,2021-03-07 00:50:25
71.16313,-145.09126,2021-03-07 01:00:26
71.16331,-145.09436,2021-03-07 01:10:26
71.16349,-145.09744,2021-03-07 01:20:26
71.1637,-145.10066,2021-03-07 01:30:54
71.16387,-145.10355,2021-03-07 01:40:27
71.16406,-145.10654,2021-03-07 01:50:25
71.16425,-145.10948,2021-03-07 02:00:24
71.16443,-145.11244,2021-03-07 02:10:24
71.1646,-145.11536,2021-03-07 02:20:25
71.1648,-145.11826,2021-03-07 02:30:25
71.16499,-145.12115,2021-03-07 02:40:25
71.16518,-145.12404,2021-03-07 02:50:25
71.16542,-145.12682,2021-03-07 03:00:25
71.16558,-145.12984,2021-03-07 03:10:25
71.16579,-145.13274,2021-03-07 03:20:27
71.16599,-145.13562,2021-03-07 03:30:25
71.1662,-145.13847,2021-03-07 03:40:25
71.1664,-145.1413,2021-03-07 03:50:25
71.16664,-145.14423,2021-03-07 04:00:54
71.16685,-145.14694,2021-03-07 04:10:26
71.16706,-145.14977,2021-03-07 04:20:24
71.16728,-145.15263,2021-03-07 04:30:25
71.1675,-145.15549,2021-03-07 04:40:26
71.16773,-145.15834,2021-03-07 04:50:26
71.16795,-145.16121,2021-03-07 05:00:26
71.16818,-145.16406,2021-03-07 05:10:26
71.16842,-145.16693,2021-03-07 05:20:26
71.16863,-145.16978,2021-03-07 05:30:30
71.16886,-145.17265,2021-03-07 05:40:26
71.1691,-145.17554,2021-03-07 05:50:26
71.16934,-145.17845,2021-03-07 06:00:25
71.16959,-145.18135,2021-03-07 06:10:25
71.16983,-145.18427,2021-03-07 06:20:26
71.17007,-145.18719,2021-03-07 06:30:26
71.17033,-145.19016,2021-03-07 06:40:28
71.17058,-145.19308,2021-03-07 06:50:27
71.17083,-145.19606,2021-03-07 07:00:26
71.17109,-145.19905,2021-03-07 07:10:26
71.17134,-145.20209,2021-03-07 07:20:25
71.17161,-145.20515,2021-03-07 07:30:24
71.17186,-145.20824,2021-03-07 07:40:25
71.17212,-145.21132,2021-03-07 07:50:25
71.17238,-145.21454,2021-03-07 08:00:54
71.17262,-145.2175,2021-03-07 08:10:26
71.17288,-145.22058,2021-03-07 08:20:25
71.17315,-145.22374,2021-03-07 08:30:25
71.17341,-145.22688,2021-03-07 08:40:25
71.17368,-145.23003,2021-03-07 08:50:26
71.17393,-145.2332,2021-03-07 09:00:24
71.17419,-145.23639,2021-03-07 09:10:25
71.17446,-145.23953,2021-03-07 09:20:25
71.17474,-145.24268,2021-03-07 09:30:25
71.17501,-145.24586,2021-03-07 09:40:25
71.17527,-145.24904,2021-03-07 09:50:25
71.17554,-145.25215,2021-03-07 10:00:25
71.17582,-145.25529,2021-03-07 10:10:25
71.17612,-145.25848,2021-03-07 10:20:26
71.17641,-145.26167,2021-03-07 10:30:28
71.17667,-145.26489,2021-03-07 10:40:55
71.17691,-145.26785,2021-03-07 10:50:26
71.17715,-145.27094,2021-03-07 11:00:26
71.17741,-145.274,2021-03-07 11:10:26
71.17765,-145.27704,2021-03-07 11:20:26
71.17789,-145.28009,2021-03-07 11:30:25
71.17814,-145.28314,2021-03-07 11:40:26
71.17838,-145.28618,2021-03-07 11:50:26
71.17863,-145.28903,2021-03-07 12:00:26
71.17879,-145.29208,2021-03-07 12:10:26
71.179,-145.295,2021-03-07 12:20:25
71.1792,-145.29788,2021-03-07 12:30:25
71.17941,-145.30074,2021-03-07 12:40:25
71.1796,-145.30357,2021-03-07 12:50:26
71.17979,-145.30637,2021-03-07 13:00:25
71.17998,-145.30914,2021-03-07 13:10:25
71.18016,-145.3119,2021-03-07 13:20:25
71.18034,-145.31465,2021-03-07 13:30:25
71.18047,-145.31744,2021-03-07 13:40:24
71.18063,-145.32013,2021-03-07 13:50:24
71.18088,-145.32278,2021-03-07 14:00:54
71.18104,-145.32533,2021-03-07 14:10:27
71.18121,-145.328,2021-03-07 14:20:26
71.18137,-145.33064,2021-03-07 14:30:25
