latitude,longitude,datetime
71.26849,-144.82887,2021-03-06 23:30:26
71.26867,-144.83214,2021-03-06 23:40:27
71.26885,-144.83536,2021-03-06 23:50:27
71.26907,-144.83871,2021-03-07 00:00:55
71.26923,-144.84172,2021-03-07 00:10:26
71.26941,-144.84483,2021-03-07 00:20:26
71.2696,-144.84798,2021-03-07 00:30:26
71.26978,-144.85109,2021-03-07 00:40:26
71.26994,-144.85417,2021-03-07 00:50:26
71.27011,-144.85721,2021-03-07 01:00:26
71.27027,-144.86023,2021-03-07 01:10:26
71.27043,-144.86324,2021-03-07 01:20:26
71.27059,-144.8662,2021-03-07 01:30:26
71.27077,-144.86919,2021-03-07 01:40:26
71.27094,-144.87212,2021-03-07 01:50:26
71.27113,-144.875,2021-03-07 02:00:26
71.27129,-144.87804,2021-03-07 02:10:55
71.27145,-144.88077,2021-03-07 02:20:26
71.27163,-144.88362,2021-03-07 02:30:25
71.2718,-144.88647,2021-03-07 02:40:25
71.27198,-144.88928,2021-03-07 02:50:25
71.27216,-144.89211,2021-03-07 03:00:26
71.27236,-144.89493,2021-03-07 03:10:26
71.27254,-144.89775,2021-03-07 03:20:26
71.27277,-144.90054,2021-03-07 03:30:28
71.27293,-144.90338,2021-03-07 03:40:25
71.27315,-144.90617,2021-03-07 03:50:26
71.27335,-144.90895,2021-03-07 04:00:26
71.27356,-144.91174,2021-03-07 04:10:26
71.27377,-144.91455,2021-03-07 04:20:26
71.27398,-144.91736,2021-03-07 04:30:26
71.27419,-144.92015,2021-03-07 04:40:25
71.27438,-144.92297,2021-03-07 04:50:27
71.2746,-144.9259,2021-03-07 05:00:54
71.2748,-144.92856,2021-03-07 05:10:25
71.27502,-144.93137,2021-03-07 05:20:25
71.27525,-144.93419,2021-03-07 05:30:26
71.27547,-144.93701,2021-03-07 05:40:25
71.27569,-144.93982,2021-03-07 05:50:25
71.27592,-144.94267,2021-03-07 06:00:25
71.27616,-144.9455,2021-03-07 06:10:25
71.27638,-144.94832,2021-03-07 06:20:25
71.27661,-144.95114,2021-03-07 06:30:26
71.27683,-144.95401,2021-03-07 06:40:26
71.27706,-144.95686,2021-03-07 06:50:25
71.27729,-144.9597,2021-03-07 07:00:24
71.27752,-144.96265,2021-03-07 07:10:25
71.27776,-144.96556,2021-03-07 07:20:25
71.27799,-144.96852,2021-03-07 07:30:25
71.27823,-144.97148,2021-03-07 07:40:25
71.27847,-144.97444,2021-03-07 07:50:25
71.27871,-144.97754,2021-03-07 08:00:54
71.27891,-144.98039,2021-03-07 08:10:26
71.27914,-144.98335,2021-03-07 08:20:25
71.27938,-144.98636,2021-03-07 08:30:25
71.27962,-144.98936,2021-03-07 08:40:25
71.27985,-144.9924,2021-03-07 08:50:26
71.28008,-144.9955,2021-03-07 09:00:26
71.28032,-144.99857,2021-03-07 09:10:26
71.28056,-145.00162,2021-03-07 09:20:26
71.28079,-145.00467,2021-03-07 09:30:26
71.28107,-145.00772,2021-03-07 09:40:26
71.2813,-145.01077,2021-03-07 09:50:26
71.28155,-145.01378,2021-03-07 10:00:25
71.28181,-145.0168,2021-03-07 10:10:26
71.28206,-145.01985,2021-03-07 10:20:26
71.28231,-145.02289,2021-03-07 10:30:26
71.28255,-145.02594,2021-03-07 10:40:26
71.28279,-145.02895,2021-03-07 10:50:26
71.28302,-145.03195,2021-03-07 11:00:26
71.2832,-145.03493,2021-03-07 11:10:26
71.28348,-145.03802,2021-03-07 11:20:54
71.28369,-145.04085,2021-03-07 11:30:25
71.28392,-145.04382,2021-03-07 11:40:25
71.28413,-145.04674,2021-03-07 11:50:25
71.28432,-145.04962,2021-03-07 12:00:25
71.28453,-145.05246,2021-03-07 12:10:25
71.28471,-145.0553,2021-03-07 12:20:25
71.28492,-145.05806,2021-03-07 12:30:25
71.28507,-145.06088,2021-03-07 12:40:25
71.28524,-145.06363,2021-03-07 12:50:25
71.28542,-145.06633,2021-03-07 13:00:25
71.28558,-145.06902,2021-03-07 13:10:25
71.28574,-145.0717,2021-03-07 13:20:25
71.2859,-145.07437,2021-03-07 13:30:25
71.28606,-145.07695,2021-03-07 13:40:25
71.28621,-145.07951,2021-03-07 13:50:25
71.28638,-145.08226,2021-03-07 14:00:55
71.28653,-145.08475,2021-03-07 14:10:26
71.28668,-145.08736,2021-03-07 14:20:26
71.28683,-145.0899,2021-03-07 14:30:26
71.28699,-145.09241,2021-03-07 14:40:26
71.28713,-145.09486,2021-03-07 14:50:26
71.28729,-145.09735,2021-03-07 15:00:25
71.28743,-145.09984,2021-03-07 15:10:26
71.28757,-145.10239,2021-03-07 15:20:26
71.28762,-145.10486,2021-03-07 15:30:26
71.28786,-145.10738,2021-03-07 15:40:26
71.28801,-145.10976,2021-03-07 15:50:26
71.28815,-145.11211,2021-03-07 16:00:25
71.28827,-145.11462,2021-03-07 16:10:24
71.28837,-145.11722,2021-03-07 16:20:25
71.28847,-145.11975,2021-03-07 16:30:26
71.28857,-145.12224,2021-03-07 16:40:27
71.2887,-145.12466,2021-03-07 16:50:27
71.28881,-145.12704,2021-03-07 17:00:27
71.28892,-145.12939,2021-03-07 17:10:26
71.28905,-145.13177,2021-03-07 17:20:26
71.28918,-145.13425,2021-03-07 17:30:54
71.28928,-145.13652,2021-03-07 17:40:26
71.28938,-145.13893,2021-03-07 17:50:25
71.28948,-145.14134,2021-03-07 18:00:25
71.28956,-145.14372,2021-03-07 18:10:25
71.28965,-145.14609,2021-03-07 18:20:25
71.28973,-145.14845,2021-03-07 18:30:26
71.2898,-145.15083,2021-03-07 18:40:26
71.28989,-145.1532,2021-03-07 18:50:26
71.28998,-145.15553,2021-03-07 19:00:26
71.29006,-145.15785,2021-03-07 19:10:26
71.29015,-145.1602,2021-03-07 19:20:25
71.29025,-145.16263,2021-03-07 19:30:25
71.29035,-145.16507,2021-03-07 19:40:26
71.29046,-145.16754,2021-03-07 19:50:26
71.29056,-145.17014,2021-03-07 20:00:54
71.29067,-145.17247,2021-03-07 20:10:26
71.29079,-145.17487,2021-03-07 20:20:25
71.29087,-145.17728,2021-03-07 20:30:25
71.29092,-145.17969,2021-03-07 20:40:24
71.29101,-145.18219,2021-03-07 20:50:25
71.29113,-145.18477,2021-03-07 21:00:25
71.29124,-145.18735,2021-03-07 21:10:25
71.29141,-145.18987,2021-03-07 21:20:25
71.29159,-145.19234,2021-03-07 21:30:25
71.29176,-145.19482,2021-03-07 21:40:25
71.29196,-145.1973,2021-03-07 21:50:25
71.29217,-145.19971,2021-03-07 22:00:25
71.29237,-145.2021,2021-03-07 22:10:25
71.29256,-145.20454,2021-03-07 22:20:25
71.29276,-145.20709,2021-03-07 22:30:25
71.29295,-145.2097,2021-03-07 22:40:25
71.29314,-145.21231,2021-03-07 22:50:26
71.29333,-145.21497,2021-03-07 23:00:27
71.29353,-145.21762,2021-03-07 23:10:28
71.29375,-145.22038,2021-03-07 23:20:55
71.29393,-145.22293,2021-03-07 23:30:26
71.29411,-145.22566,2021-03-07 23:40:26
71.29429,-145.22841,2021-03-07 23:50:26
71.29449,-145.23109,2021-03-08 00:00:26
71.2947,-145.2337,2021-03-08 00:10:25
71.29491,-145.23631,2021-03-08 00:20:26
71.29513,-145.23894,2021-03-08 00:30:26
71.29534,-145.2415,2021-03-08 00:40:25
71.29557,-145.24399,2021-03-08 00:50:26
71.29579,-145.24641,2021-03-08 01:00:26
71.29601,-145.24887,2021-03-08 01:10:26
71.29623,-145.25136,2021-03-08 01:20:25
71.29646,-145.25388,2021-03-08 01:30:24
71.29668,-145.25636,2021-03-08 01:40:25
71.29691,-145.2588,2021-03-08 01:50:25
71.29713,-145.26138,2021-03-08 02:00:54
71.29735,-145.26376,2021-03-08 02:10:26
71.29757,-145.26625,2021-03-08 02:20:25
71.29779,-145.26872,2021-03-08 02:30:25
71.29801,-145.27118,2021-03-08 02:40:25
71.29826,-145.27362,2021-03-08 02:50:24
71.29852,-145.27606,2021-03-08 03:00:25
71.29878,-145.27847,2021-03-08 03:10:25
71.29905,-145.28088,2021-03-08 03:20:25
71.29932,-145.28329,2021-03-08 03:30:25
71.29961,-145.28574,2021-03-08 03:40:25
71.29989,-145.28818,2021-03-08 03:50:25
71.30017,-145.2906,2021-03-08 04:00:25
71.30045,-145.29301,2021-03-08 04:10:26
71.30072,-145.29544,2021-03-08 04:20:26
71.301,-145.29781,2021-03-08 04:30:26
71.30132,-145.30026,2021-03-08 04:40:31
71.30157,-145.3026,2021-03-08 04:50:26
71.30185,-145.30499,2021-03-08 05:00:26
71.30214,-145.30739,2021-03-08 05:10:25
71.30243,-145.30975,2021-03-08 05:20:25
71.30273,-145.31216,2021-03-08 05:30:26
71.30305,-145.31456,2021-03-08 05:40:26
71.30338,-145.31702,2021-03-08 05:50:26
71.30371,-145.3195,2021-03-08 06:00:26
71.30406,-145.32202,2021-03-08 06:10:25
71.30442,-145.3246,2021-03-08 06:20:25
71.30481,-145.32722,2021-03-08 06:30:24
71.30521,-145.32993,2021-03-08 06:40:25
71.30563,-145.33269,2021-03-08 06:50:25
71.30606,-145.33549,2021-03-08 07:00:25
71.30651,-145.33829,2021-03-08 07:10:28
71.307,-145.34126,2021-03-08 07:20:54
71.30743,-145.34396,2021-03-08 07:30:26
71.30789,-145.3468,2021-03-08 07:40:24
71.30835,-145.34964,2021-03-08 07:50:25
71.30882,-145.35251,2021-03-08 08:00:25
71.3093,-145.35542,2021-03-08 08:10:25
71.30979,-145.35837,2021-03-08 08:20:25
71.31028,-145.36131,2021-03-08 08:30:25
