latitude,longitude,datetime
71.91828,-145.60963,2021-03-13 04:00:54
71.91837,-145.60997,2021-03-13 04:10:26
71.91846,-145.61034,2021-03-13 04:20:25
71.91857,-145.61073,2021-03-13 04:30:26
71.91869,-145.61115,2021-03-13 04:40:27
71.9188,-145.61156,2021-03-13 04:50:26
71.91891,-145.61197,2021-03-13 05:00:26
71.91904,-145.6124,2021-03-13 05:10:26
71.91917,-145.61284,2021-03-13 05:20:24
71.9193,-145.61324,2021-03-13 05:30:25
71.91946,-145.61375,2021-03-13 05:40:25
71.91961,-145.61421,2021-03-13 05:50:25
71.91978,-145.6147,2021-03-13 06:00:25
71.91993,-145.6152,2021-03-13 06:10:25
71.92007,-145.61566,2021-03-13 06:20:26
71.92024,-145.61618,2021-03-13 06:30:25
71.92043,-145.61678,2021-03-13 06:40:26
71.9206,-145.61739,2021-03-13 06:50:55
71.92078,-145.61792,2021-03-13 07:00:28
71.92097,-145.61848,2021-03-13 07:10:26
71.92117,-145.61908,2021-03-13 07:20:26
71.92137,-145.61967,2021-03-13 07:30:26
71.92159,-145.62027,2021-03-13 07:40:26
71.92181,-145.6209,2021-03-13 07:50:26
71.9221,-145.62154,2021-03-13 08:00:26
71.92232,-145.62221,2021-03-13 08:10:26
71.92258,-145.62288,2021-03-13 08:20:26
71.92287,-145.62358,2021-03-13 08:30:26
71.92314,-145.62427,2021-03-13 08:40:26
71.92344,-145.62498,2021-03-13 08:50:26
71.92374,-145.6257,2021-03-13 09:00:26
71.92405,-145.62642,2021-03-13 09:10:24
71.92438,-145.62715,2021-03-13 09:20:24
71.92468,-145.62785,2021-03-13 09:30:25
71.92503,-145.62857,2021-03-13 09:40:25
71.92541,-145.62941,2021-03-13 09:50:54
71.92573,-145.63014,2021-03-13 10:00:26
71.92608,-145.63091,2021-03-13 10:10:25
71.92641,-145.63167,2021-03-13 10:20:25
71.92677,-145.63243,2021-03-13 10:30:24
71.92712,-145.63324,2021-03-13 10:40:25
71.92751,-145.63403,2021-03-13 10:50:25
71.92792,-145.63477,2021-03-13 11:00:25
71.92831,-145.6357,2021-03-13 11:10:25
71.92872,-145.63654,2021-03-13 11:20:26
71.92915,-145.63734,2021-03-13 11:30:24
71.92962,-145.63821,2021-03-13 11:40:29
71.93009,-145.63908,2021-03-13 11:50:29
71.9306,-145.64003,2021-03-13 12:00:55
71.93108,-145.64084,2021-03-13 12:10:27
71.93159,-145.64172,2021-03-13 12:20:27
71.9321,-145.64259,2021-03-13 12:30:26
71.93262,-145.64348,2021-03-13 12:40:25
71.93314,-145.64441,2021-03-13 12:50:25
71.93365,-145.64529,2021-03-13 13:00:26
71.93417,-145.64621,2021-03-13 13:10:26
71.93469,-145.64709,2021-03-13 13:20:26
71.93524,-145.64799,2021-03-13 13:30:26
71.93572,-145.64885,2021-03-13 13:40:26
71.93623,-145.64973,2021-03-13 13:50:25
71.93676,-145.65067,2021-03-13 14:00:26
71.93729,-145.65163,2021-03-13 14:10:25
71.93783,-145.65259,2021-03-13 14:20:26
71.93838,-145.65358,2021-03-13 14:30:25
71.93893,-145.65459,2021-03-13 14:40:25
71.93951,-145.6557,2021-03-13 14:50:24
71.94012,-145.65672,2021-03-13 15:00:24
71.94072,-145.65784,2021-03-13 15:10:25
71.94134,-145.65898,2021-03-13 15:20:26
71.94201,-145.6602,2021-03-13 15:30:54
71.94262,-145.66133,2021-03-13 15:40:27
71.94328,-145.66249,2021-03-13 15:50:25
71.94395,-145.66371,2021-03-13 16:00:25
71.94463,-145.66495,2021-03-13 16:10:26
71.94532,-145.66626,2021-03-13 16:20:27
71.94601,-145.6676,2021-03-13 16:30:26
71.94669,-145.66898,2021-03-13 16:40:26
71.9474,-145.67035,2021-03-13 16:50:26
71.94813,-145.67171,2021-03-13 17:00:26
71.94884,-145.67313,2021-03-13 17:10:27
71.94958,-145.67453,2021-03-13 17:20:26
71.95033,-145.67595,2021-03-13 17:30:26
71.95111,-145.67741,2021-03-13 17:40:26
71.9519,-145.67891,2021-03-13 17:50:26
71.95276,-145.68054,2021-03-13 18:00:54
71.95355,-145.68195,2021-03-13 18:10:25
71.95438,-145.6834,2021-03-13 18:20:25
71.95523,-145.68489,2021-03-13 18:30:25
71.95607,-145.68637,2021-03-13 18:40:25
71.95692,-145.68784,2021-03-13 18:50:25
71.95777,-145.6893,2021-03-13 19:00:25
71.95862,-145.69072,2021-03-13 19:10:25
71.95947,-145.69212,2021-03-13 19:20:24
71.96033,-145.6935,2021-03-13 19:30:28
71.96114,-145.69511,2021-03-13 19:40:26
71.962,-145.69662,2021-03-13 19:50:26
71.96287,-145.69818,2021-03-13 20:00:25
71.96375,-145.69975,2021-03-13 20:10:25
71.96464,-145.70134,2021-03-13 20:20:25
71.96554,-145.70293,2021-03-13 20:30:24
71.96645,-145.70453,2021-03-13 20:40:25
