latitude,longitude,datetime
71.20972,-144.83586,2021-03-06 23:40:25
71.20992,-144.83913,2021-03-06 23:50:25
71.2101,-144.84238,2021-03-07 00:00:26
71.21024,-144.8456,2021-03-07 00:10:27
71.21037,-144.84879,2021-03-07 00:20:29
71.21061,-144.85197,2021-03-07 00:30:29
71.2108,-144.85512,2021-03-07 00:40:29
71.21095,-144.85823,2021-03-07 00:50:28
71.21107,-144.86131,2021-03-07 01:00:29
71.21125,-144.86436,2021-03-07 01:10:28
71.2114,-144.86739,2021-03-07 01:20:27
71.21167,-144.87062,2021-03-07 01:30:54
71.21183,-144.87346,2021-03-07 01:40:26
71.21199,-144.87643,2021-03-07 01:50:25
71.21217,-144.87936,2021-03-07 02:00:24
71.21233,-144.88228,2021-03-07 02:10:24
71.21251,-144.88518,2021-03-07 02:20:25
71.21269,-144.88806,2021-03-07 02:30:26
71.21287,-144.89095,2021-03-07 02:40:26
71.21305,-144.8938,2021-03-07 02:50:26
71.21322,-144.89665,2021-03-07 03:00:25
71.21341,-144.89951,2021-03-07 03:10:25
71.21361,-144.90236,2021-03-07 03:20:25
71.21379,-144.9052,2021-03-07 03:30:25
71.21399,-144.90805,2021-03-07 03:40:25
71.2142,-144.91087,2021-03-07 03:50:25
71.21442,-144.91379,2021-03-07 04:00:54
71.21462,-144.91644,2021-03-07 04:10:25
71.21483,-144.9193,2021-03-07 04:20:25
71.21503,-144.92212,2021-03-07 04:30:26
71.21524,-144.92496,2021-03-07 04:40:26
71.21546,-144.92776,2021-03-07 04:50:26
71.21568,-144.9306,2021-03-07 05:00:26
71.21588,-144.93346,2021-03-07 05:10:26
71.2161,-144.93628,2021-03-07 05:20:26
71.21632,-144.93913,2021-03-07 05:30:27
71.21653,-144.94199,2021-03-07 05:40:26
71.21676,-144.94484,2021-03-07 05:50:25
71.217,-144.94771,2021-03-07 06:00:26
71.21723,-144.95059,2021-03-07 06:10:27
71.21745,-144.95345,2021-03-07 06:20:26
71.21767,-144.95633,2021-03-07 06:30:26
71.2179,-144.95921,2021-03-07 06:40:27
71.21815,-144.96217,2021-03-07 06:50:27
71.21837,-144.96507,2021-03-07 07:00:27
71.2186,-144.96815,2021-03-07 07:10:54
71.21881,-144.97098,2021-03-07 07:20:26
71.21906,-144.97398,2021-03-07 07:30:24
71.21928,-144.97702,2021-03-07 07:40:25
71.21952,-144.98006,2021-03-07 07:50:25
71.21975,-144.98308,2021-03-07 08:00:25
71.21997,-144.98613,2021-03-07 08:10:25
71.22021,-144.98917,2021-03-07 08:20:25
71.22045,-144.99225,2021-03-07 08:30:25
71.2207,-144.99535,2021-03-07 08:40:25
71.22093,-144.99843,2021-03-07 08:50:24
71.22117,-145.00154,2021-03-07 09:00:26
71.22141,-145.00467,2021-03-07 09:10:26
71.22165,-145.00778,2021-03-07 09:20:25
71.2219,-145.01093,2021-03-07 09:30:26
71.22215,-145.01401,2021-03-07 09:40:25
71.22237,-145.01714,2021-03-07 09:50:26
71.22264,-145.0204,2021-03-07 10:00:55
71.22288,-145.02335,2021-03-07 10:10:27
71.22313,-145.02644,2021-03-07 10:20:26
71.22338,-145.02957,2021-03-07 10:30:26
71.22363,-145.03265,2021-03-07 10:40:26
71.22387,-145.03572,2021-03-07 10:50:26
71.22409,-145.03874,2021-03-07 11:00:26
71.22433,-145.04176,2021-03-07 11:10:26
71.22456,-145.04475,2021-03-07 11:20:25
71.22479,-145.04778,2021-03-07 11:30:26
71.22499,-145.05081,2021-03-07 11:40:27
71.2252,-145.05382,2021-03-07 11:50:26
71.22537,-145.05693,2021-03-07 12:00:28
71.22557,-145.05977,2021-03-07 12:10:28
71.22576,-145.06264,2021-03-07 12:20:27
71.22595,-145.06543,2021-03-07 12:30:26
71.22612,-145.0683,2021-03-07 12:40:28
71.2263,-145.07104,2021-03-07 12:50:28
71.22646,-145.07384,2021-03-07 13:00:28
71.22665,-145.07652,2021-03-07 13:10:28
71.22684,-145.07927,2021-03-07 13:20:54
71.227,-145.08185,2021-03-07 13:30:26
71.22715,-145.08449,2021-03-07 13:40:24
71.2273,-145.08713,2021-03-07 13:50:25
71.22746,-145.08974,2021-03-07 14:00:25
71.22762,-145.09236,2021-03-07 14:10:25
71.22777,-145.095,2021-03-07 14:20:25
71.22792,-145.09761,2021-03-07 14:30:25
71.22807,-145.10017,2021-03-07 14:40:26
71.22823,-145.10268,2021-03-07 14:50:26
71.22838,-145.10518,2021-03-07 15:00:27
71.22852,-145.10768,2021-03-07 15:10:26
71.22866,-145.11024,2021-03-07 15:20:26
71.2288,-145.11284,2021-03-07 15:30:26
71.22896,-145.11531,2021-03-07 15:40:25
71.2291,-145.11774,2021-03-07 15:50:28
71.22926,-145.12029,2021-03-07 16:00:54
71.22939,-145.12276,2021-03-07 16:10:26
71.22948,-145.1254,2021-03-07 16:20:27
71.22958,-145.12798,2021-03-07 16:30:28
71.22969,-145.13051,2021-03-07 16:40:26
71.2298,-145.13298,2021-03-07 16:50:24
71.22992,-145.13539,2021-03-07 17:00:25
71.23003,-145.1378,2021-03-07 17:10:25
71.23016,-145.14023,2021-03-07 17:20:25
71.23026,-145.14264,2021-03-07 17:30:25
71.23036,-145.14508,2021-03-07 17:40:25
71.23046,-145.14752,2021-03-07 17:50:25
71.23056,-145.15002,2021-03-07 18:00:28
71.23064,-145.15248,2021-03-07 18:10:27
71.23074,-145.15489,2021-03-07 18:20:27
71.23082,-145.15732,2021-03-07 18:30:26
71.23091,-145.15976,2021-03-07 18:40:25
71.231,-145.16231,2021-03-07 18:50:54
71.23109,-145.1646,2021-03-07 19:00:26
71.23118,-145.16701,2021-03-07 19:10:26
71.23127,-145.16942,2021-03-07 19:20:26
71.23137,-145.17191,2021-03-07 19:30:26
71.23147,-145.17442,2021-03-07 19:40:26
71.23158,-145.17696,2021-03-07 19:50:26
71.23168,-145.1795,2021-03-07 20:00:25
71.2318,-145.18202,2021-03-07 20:10:26
71.23191,-145.18451,2021-03-07 20:20:26
71.23199,-145.187,2021-03-07 20:30:26
71.23206,-145.18947,2021-03-07 20:40:27
71.23214,-145.19203,2021-03-07 20:50:26
71.23226,-145.1947,2021-03-07 21:00:26
71.23238,-145.1974,2021-03-07 21:10:26
71.23256,-145.20004,2021-03-07 21:20:27
