latitude,longitude,datetime
71.73344,-145.95456,2021-03-18 02:40:25
71.7333,-145.95627,2021-03-18 02:50:26
71.73315,-145.95793,2021-03-18 03:00:26
71.73299,-145.95956,2021-03-18 03:10:26
71.73281,-145.96114,2021-03-18 03:20:26
71.73263,-145.96274,2021-03-18 03:30:26
71.73244,-145.96419,2021-03-18 03:40:26
71.73224,-145.96562,2021-03-18 03:50:26
71.73204,-145.96701,2021-03-18 04:00:25
71.73184,-145.9684,2021-03-18 04:10:26
71.73166,-145.96976,2021-03-18 04:20:26
71.73145,-145.9711,2021-03-18 04:30:26
71.73124,-145.97244,2021-03-18 04:40:26
71.73102,-145.97388,2021-03-18 04:50:54
71.73081,-145.97517,2021-03-18 05:00:26
71.73062,-145.97652,2021-03-18 05:10:25
71.73044,-145.97781,2021-03-18 05:20:24
71.73024,-145.9791,2021-03-18 05:30:25
71.73004,-145.98033,2021-03-18 05:40:25
71.72985,-145.98155,2021-03-18 05:50:25
71.72972,-145.98271,2021-03-18 06:00:27
71.72943,-145.98387,2021-03-18 06:10:26
71.72925,-145.98497,2021-03-18 06:20:25
71.72905,-145.98605,2021-03-18 06:30:24
71.72886,-145.98709,2021-03-18 06:40:24
71.72866,-145.98808,2021-03-18 06:50:25
71.72846,-145.98904,2021-03-18 07:00:25
71.72826,-145.99002,2021-03-18 07:10:25
71.72806,-145.99089,2021-03-18 07:20:27
71.72786,-145.99176,2021-03-18 07:30:26
71.72765,-145.99261,2021-03-18 07:40:26
71.72743,-145.99344,2021-03-18 07:50:26
71.72719,-145.99431,2021-03-18 08:00:55
71.72696,-145.99501,2021-03-18 08:10:26
71.72672,-145.99571,2021-03-18 08:20:26
71.72648,-145.99632,2021-03-18 08:30:26
71.72626,-145.99695,2021-03-18 08:40:26
71.72604,-145.99754,2021-03-18 08:50:26
71.72585,-145.99811,2021-03-18 09:00:26
71.72564,-145.99864,2021-03-18 09:10:25
71.72544,-145.99916,2021-03-18 09:20:27
71.72522,-145.99962,2021-03-18 09:30:26
71.72505,-146.00014,2021-03-18 09:40:25
71.72487,-146.00056,2021-03-18 09:50:26
71.7247,-146.00096,2021-03-18 10:00:26
71.72453,-146.00131,2021-03-18 10:10:25
71.72437,-146.00163,2021-03-18 10:20:24
71.7242,-146.00194,2021-03-18 10:30:25
71.72403,-146.00221,2021-03-18 10:40:25
71.72384,-146.0025,2021-03-18 10:50:25
71.72359,-146.00291,2021-03-18 11:00:54
71.72339,-146.00323,2021-03-18 11:10:27
71.72318,-146.00352,2021-03-18 11:20:26
71.723,-146.00374,2021-03-18 11:30:24
71.72282,-146.00392,2021-03-18 11:40:25
71.72263,-146.00409,2021-03-18 11:50:25
71.72242,-146.00421,2021-03-18 12:00:25
71.72222,-146.00435,2021-03-18 12:10:25
71.72202,-146.00443,2021-03-18 12:20:25
71.72182,-146.00443,2021-03-18 12:30:25
71.72167,-146.00452,2021-03-18 12:40:26
71.7215,-146.00453,2021-03-18 12:50:26
71.72133,-146.00452,2021-03-18 13:00:27
71.72117,-146.00447,2021-03-18 13:10:26
71.72101,-146.00441,2021-03-18 13:20:26
71.72086,-146.00429,2021-03-18 13:30:26
71.72071,-146.00414,2021-03-18 13:40:25
71.72057,-146.00395,2021-03-18 13:50:27
71.72044,-146.00369,2021-03-18 14:00:54
71.72031,-146.00348,2021-03-18 14:10:26
71.72017,-146.00325,2021-03-18 14:20:26
71.72003,-146.00301,2021-03-18 14:30:25
71.71989,-146.00276,2021-03-18 14:40:24
71.71973,-146.00249,2021-03-18 14:50:25
71.71958,-146.00223,2021-03-18 15:00:25
71.71942,-146.00195,2021-03-18 15:10:25
71.71926,-146.00166,2021-03-18 15:20:25
71.71911,-146.00136,2021-03-18 15:30:25
71.71894,-146.00102,2021-03-18 15:40:25
71.71875,-146.00069,2021-03-18 15:50:25
71.71854,-146.00034,2021-03-18 16:00:25
71.71835,-146.0,2021-03-18 16:10:25
71.71816,-145.99965,2021-03-18 16:20:25
71.71798,-145.99928,2021-03-18 16:30:25
71.7178,-145.99887,2021-03-18 16:40:26
71.71763,-145.99847,2021-03-18 16:50:26
71.71744,-145.99799,2021-03-18 17:00:55
71.71727,-145.99757,2021-03-18 17:10:26
71.71706,-145.99712,2021-03-18 17:20:26
71.71683,-145.99663,2021-03-18 17:30:25
71.7166,-145.99614,2021-03-18 17:40:26
71.71637,-145.99565,2021-03-18 17:50:26
71.71614,-145.99513,2021-03-18 18:00:26
71.71593,-145.99458,2021-03-18 18:10:26
71.71572,-145.99402,2021-03-18 18:20:25
71.71552,-145.99342,2021-03-18 18:30:24
71.71529,-145.99281,2021-03-18 18:40:25
71.7151,-145.99217,2021-03-18 18:50:25
71.71488,-145.99149,2021-03-18 19:00:25
71.71467,-145.99083,2021-03-18 19:10:25
71.71445,-145.99011,2021-03-18 19:20:25
71.71423,-145.98938,2021-03-18 19:30:24
71.714,-145.98865,2021-03-18 19:40:25
71.71376,-145.98793,2021-03-18 19:50:25
71.71351,-145.98714,2021-03-18 20:00:54
71.71326,-145.98643,2021-03-18 20:10:26
71.71301,-145.9857,2021-03-18 20:20:25
