latitude,longitude,datetime
71.28483,-144.98399,2021-03-06 23:00:24
71.28503,-144.98723,2021-03-06 23:10:24
71.28523,-144.99045,2021-03-06 23:20:25
71.28543,-144.99364,2021-03-06 23:30:25
71.28564,-144.99686,2021-03-06 23:40:26
71.28584,-145.00006,2021-03-06 23:50:26
71.28606,-145.00327,2021-03-07 00:00:26
71.28625,-145.00641,2021-03-07 00:10:26
71.28645,-145.00954,2021-03-07 00:20:26
71.28664,-145.01265,2021-03-07 00:30:26
71.28683,-145.01575,2021-03-07 00:40:26
71.28701,-145.0188,2021-03-07 00:50:26
71.28719,-145.02185,2021-03-07 01:00:26
71.28736,-145.02486,2021-03-07 01:10:26
71.28754,-145.02785,2021-03-07 01:20:26
71.28774,-145.03099,2021-03-07 01:30:55
71.28791,-145.03378,2021-03-07 01:40:26
71.28809,-145.03668,2021-03-07 01:50:26
71.28827,-145.03958,2021-03-07 02:00:27
71.28844,-145.04243,2021-03-07 02:10:25
71.28862,-145.04529,2021-03-07 02:20:25
71.2888,-145.04813,2021-03-07 02:30:25
71.28899,-145.05096,2021-03-07 02:40:26
71.28918,-145.05379,2021-03-07 02:50:27
71.28938,-145.05649,2021-03-07 03:00:27
71.28959,-145.05943,2021-03-07 03:10:26
71.28978,-145.06224,2021-03-07 03:20:26
71.28999,-145.06505,2021-03-07 03:30:26
71.29019,-145.06784,2021-03-07 03:40:25
71.29041,-145.07063,2021-03-07 03:50:25
71.29063,-145.07355,2021-03-07 04:00:54
71.29083,-145.0762,2021-03-07 04:10:26
71.29105,-145.07899,2021-03-07 04:20:24
71.29126,-145.08179,2021-03-07 04:30:24
71.29148,-145.08459,2021-03-07 04:40:25
71.2917,-145.08743,2021-03-07 04:50:25
71.29192,-145.09021,2021-03-07 05:00:25
71.29215,-145.093,2021-03-07 05:10:25
71.29237,-145.09581,2021-03-07 05:20:25
71.29254,-145.09857,2021-03-07 05:30:27
71.29282,-145.10144,2021-03-07 05:40:26
71.29305,-145.10425,2021-03-07 05:50:24
71.2933,-145.10707,2021-03-07 06:00:24
71.29354,-145.10989,2021-03-07 06:10:25
71.29379,-145.11275,2021-03-07 06:20:26
71.29404,-145.1156,2021-03-07 06:30:25
71.2943,-145.11848,2021-03-07 06:40:26
71.29456,-145.12135,2021-03-07 06:50:25
71.29482,-145.12425,2021-03-07 07:00:26
71.29507,-145.1273,2021-03-07 07:10:54
71.29533,-145.13011,2021-03-07 07:20:27
71.29559,-145.13309,2021-03-07 07:30:26
71.29585,-145.13611,2021-03-07 07:40:26
71.29613,-145.13908,2021-03-07 07:50:26
71.29643,-145.14203,2021-03-07 08:00:26
71.29671,-145.14499,2021-03-07 08:10:26
71.297,-145.14796,2021-03-07 08:20:26
71.2973,-145.15089,2021-03-07 08:30:25
71.29762,-145.15395,2021-03-07 08:40:26
71.29791,-145.15697,2021-03-07 08:50:26
71.29818,-145.16003,2021-03-07 09:00:26
71.29845,-145.16312,2021-03-07 09:10:27
71.29871,-145.16615,2021-03-07 09:20:26
71.299,-145.16922,2021-03-07 09:30:26
71.29926,-145.17226,2021-03-07 09:40:24
71.29952,-145.17532,2021-03-07 09:50:26
